payload,label,type
"run_cmd,echo temperature normal",benign,echo
"run_cmd,echo abc123",benign,echo
"run_cmd,echo done",benign,echo
"run_cmd,ADD 49 984",benign,math
"run_cmd,SUB 47 X",malicious,cmd_parse_error
"run_cmd,ADDd -61 -82",malicious,cmd_parse_error
"run_cmd,ADD 97 46 3",malicious,cmd_parse_error
"run_cmd,ADD -39 -43 -95",malicious,cmd_parse_error
"echo,hello world",benign,echo
"start_temp_report,10",benign,temp
"run_cmd,echo temperature normal",benign,echo
"run_cmd,SUB 10 80 37",malicious,cmd_parse_error
"run_cmd,SUB 80 -89 -96",malicious,cmd_parse_error
"run_cmd,PLUS -79 40",malicious,cmd_parse_error
"echo,system ok",benign,echo
"run_cmd,SUB -909 -119",benign,math
"run_cmd,ADD -612 -763",benign,math
"echo,name=$USER; id",malicious,cmdi
"run_cmd,echo hello world",benign,echo
"run_cmd,AD 57 -83",malicious,cmd_parse_error
"run_cmd,SUB 85 X",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"run_cmd,ADD -604 85",benign,math
"run_cmd,ADD 44 X",malicious,cmd_parse_error
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"run_cmd,SUB 4 abc",malicious,cmd_parse_error
"run_cmd,ADD 40 -9 93",malicious,cmd_parse_error
"start_temp_report,60",benign,temp
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"run_cmd,echo done",benign,echo
"start_temp_report,NaN",malicious,temp_error
"echo,system ok",benign,echo
"run_cmd,echo hello world",benign,echo
"run_cmd,ADD -464 706",benign,math
"run_cmd,SUB 75 89 27",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"run_cmd,ADD 626 202",benign,math
"run_cmd,ADD 36 372",benign,math
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,echo device ready",benign,echo
"echo,abc123",benign,echo
"run_cmd,echo temperature normal",benign,echo
"start_temp_report,60",benign,temp
"run_cmd,echo abc123",benign,echo
"run_cmd,SUB -34 NaN",malicious,cmd_parse_error
"start_temp_report,60",benign,temp
"run_cmd,SUB -76 19 29",malicious,cmd_parse_error
"ech,ADD -17 41",malicious,cmd_parse_error
"run_cmd,SUB -835 -787",benign,math
"run_cmd,ADD -33 X",malicious,cmd_parse_error
"run_cmd,echo device ready",benign,echo
"start_temp_report,10",benign,temp
"run_cmd,ADD -631 521",benign,math
"start_temp_report,abc",malicious,temp_error
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,echo temperature normal",benign,echo
"run_cmd,ADD 95 567",benign,math
"echo,hi && shutdown now",malicious,cmdi
"run_cmd,ADD 96 NaN",malicious,cmd_parse_error
"start_temp_report,abc",benign,temp
"run_cmd,ADD 129 -154",benign,math
"run_cmd,ADD 932 789",benign,math
"ech,ADD 4 4",malicious,cmd_parse_error
"run_cmd,ADD 966 382",benign,math
"run_cmd,SUB -56 -17 71",malicious,cmd_parse_error
"run_cmd,SUB 926 -37",benign,math
"run_cmd,ADD -14 abc",malicious,cmd_parse_error
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,SUB -23 11 67",malicious,cmd_parse_error
"start_temp_report,1",benign,temp
"run_cmd,SUB 20 X",malicious,cmd_parse_error
"start_temp_report,1",benign,temp
"run_cmd,ADD 4 17 91",malicious,cmd_parse_error
"run_cmd,ADD -947 506",benign,math
"start_temp_report,abc",benign,temp
"start_temp_report,xyz",benign,temp
"start_temp_report,1",benign,temp
"run_cmd,SUB -36 -66 -62",malicious,cmd_parse_error
"start_temp_report,-3",malicious,temp_error
"run_cmd,SUB 546 -661",benign,math
"run_cmd,SUB -662 -327",benign,math
"run_cmd,echo abc123",benign,echo
"run_cmd,SUB -7 -43 1",malicious,cmd_parse_error
"run_cmd,ADD -45 1.5",malicious,cmd_parse_error
"start_temp_report,0",malicious,temp_error
"start_temp_report,xyz",benign,temp
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,AD -19 82",malicious,cmd_parse_error
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"run_cmd,echo done",benign,echo
"run_cmd,SUB 8 X",malicious,cmd_parse_error
"run_cmd,ADD -78 -83 89",malicious,cmd_parse_error
"run_cmd,SUB -690 -168",benign,math
"run_cmd,echo done",benign,echo
"run_cmd,ADD -22 89 72",malicious,cmd_parse_error
"echo,hello world",benign,echo
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"run_cmd,SUB -68 1.5",malicious,cmd_parse_error
"echo,system ok",benign,echo
"run_cmd,SUB -943 895",benign,math
"run_cmd,echo system ok",benign,echo
"rn_cmd,ADD -33 12",malicious,cmd_parse_error
"run_cmd,SU 86 -19",malicious,cmd_parse_error
"run_cmd,ADD -66 1.5",malicious,cmd_parse_error
"echo,value > /tmp/leak",malicious,cmdi
"run_cmd,echo device ready",benign,echo
"run_cmd,SUB 826 -480",benign,math
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"run_cmd,echo hello world",benign,echo
"run_cmd,SUB 59 X",malicious,cmd_parse_error
"start_temp_report,xyz",benign,temp
"run_cmd,SUB -64 44 -58",malicious,cmd_parse_error
"start_temp_report,abc",benign,temp
"run_cmd,echo ok && echo hacked",malicious,cmdi
"echo,device ready",benign,echo
"run_cmd,ADD -90 NaN",malicious,cmd_parse_error
"run_cmd,SUB 69 -58 -55",malicious,cmd_parse_error
"run_cmd,ADD 100 -752",benign,math
"run_cmd,ADDd 2 93",malicious,cmd_parse_error
"runcmd,ADD 38 34",malicious,cmd_parse_error
"start_temp_report,-3",malicious,temp_error
"echo,temperature normal",benign,echo
"echo,temperature normal",benign,echo
"echo,done",benign,echo
"run_cmd,ADD -38 81 2",malicious,cmd_parse_error
"run_cmd,SUB 18 abc",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"run_cmd,ADD 554 -444",benign,math
"run_cmd,ADD 93 X",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"run_cmd,ADDd -97 -17",malicious,cmd_parse_error
"run_cmd,ADD -773 417",benign,math
"run,ADD -20 -5",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"start_temp_report,-1",malicious,temp_error
"run_cmd,SUBB -31 72",malicious,cmd_parse_error
"runcmd,ADD -14 45",malicious,cmd_parse_error
"start_temp_report,-3",malicious,temp_error
"start_temp_report,1",benign,temp
"run_cmd,SUB -25 X",malicious,cmd_parse_error
"run_cmd,SUB 75 -76 -72",malicious,cmd_parse_error
"start_temp_report,xyz",benign,temp
"runcmd,ADD 2 4",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"echo,name=$USER; id",malicious,cmdi
"echo,done",benign,echo
"run_cmd,ADD -595 22",benign,math
"run_cmd,echo system ok",benign,echo
"run_cmd,ADD -96 52 -64",malicious,cmd_parse_error
"start_temp_report,abc",malicious,temp_error
"run_cmd,ADD 777 875",benign,math
"run_cmd,ADD -403 -199",benign,math
"echo,hi && shutdown now",malicious,cmdi
"echo,hello world",benign,echo
"run_cmd,SUB -524 -802",benign,math
"echo,temperature normal",benign,echo
"run_cmd,echo abc123",benign,echo
"start_temp_report,1",benign,temp
"run_cmd,ADD -35 NaN",malicious,cmd_parse_error
"run,ADD -21 -28",malicious,cmd_parse_error
"run_cmd,SUB 902 -223",benign,math
"run_cmd,ADD -712 -248",benign,math
"echo,device ready",benign,echo
"echo,device ready",benign,echo
"run_cmd,echo device ready",benign,echo
"rn_cmd,ADD -50 -21",malicious,cmd_parse_error
"echo,hello world",benign,echo
"echo,hello world",benign,echo
"run_cmd,PLUS -73 65",malicious,cmd_parse_error
"run_cmd,ADD 412 -925",benign,math
"ech,ADD -13 14",malicious,cmd_parse_error
"run_cmd,SUB -581 925",benign,math
"echo,system ok",benign,echo
"echo,name=$USER; id",malicious,cmdi
"rn_cmd,ADD 36 -39",malicious,cmd_parse_error
"echo,system ok",benign,echo
"run_cmd,SUB 944 71",benign,math
"run_cmd,SUB -37 -381",benign,math
"echo,abc123",benign,echo
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,SUB 100 -15 -99",malicious,cmd_parse_error
"echo,hello world",benign,echo
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,echo system ok",benign,echo
"start_temp_report,abc",malicious,temp_error
"run_cmd,echo abc123",benign,echo
"run_cmd,echo system ok",benign,echo
"echo,device ready",benign,echo
"echo,done",benign,echo
"run_cmd,SUB 718 28",benign,math
"echo,hi && shutdown now",malicious,cmdi
"echo,device ready",benign,echo
"runcmd,ADD 40 -30",malicious,cmd_parse_error
"echo,abc123",benign,echo
"run_cmd,SUB -88 NaN",malicious,cmd_parse_error
"run_cmd,ADD -53 -593",benign,math
"run_cmd,ADD 21 X",malicious,cmd_parse_error
"run_cmd,SUB -625 -713",benign,math
"echo,abc123",benign,echo
"run_cmd,SUB -429 959",benign,math
"run_cmd,echo system ok",benign,echo
"run_cmd,ADD -69 -37 -10",malicious,cmd_parse_error
"run_cmd,ADD 550 -898",benign,math
"run_cmd,ADD 857 305",benign,math
"echo,name=$USER; id",malicious,cmdi
"run_cmd,ADD -48 20 25",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"run_cmd,ADD -83 -95 -42",malicious,cmd_parse_error
"echo,system ok",benign,echo
"run_cmd,ADD -610 892",benign,math
"run_cmd,ADD 84 X",malicious,cmd_parse_error
"start_temp_report,abc",benign,temp
"start_temp_report,10",benign,temp
"start_temp_report,10",benign,temp
"run_cmd,ADD -80 -34 89",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"run_cmd,echo user `whoami`",malicious,cmdi
"echo,abc123",benign,echo
"run_cmd,SUB -67 X",malicious,cmd_parse_error
"run_cmd,SU -40 -87",malicious,cmd_parse_error
"run_cmd,SUB -583 -554",benign,math
"run_cmd,SUB -788 359",benign,math
"run_cmd,ADD 619 14",benign,math
"run_cmd,AD 19 -100",malicious,cmd_parse_error
"run_cmd,ADD 92 1.5",malicious,cmd_parse_error
"run_cmd,ADD 93 -27 -49",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"run_cmd,SUB 763 873",benign,math
"run_cmd,ADD 63 41 54",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"start_temp_report,1",benign,temp
"run_cmd,PLUS 1 -26",malicious,cmd_parse_error
"start_temp_report,1",benign,temp
"run_cmd,SUB 13 NaN",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"run_cmd,SUB -9 -38 30",malicious,cmd_parse_error
"start_temp_report,abc",malicious,temp_error
"run_cmd,SUB -15 -43 -34",malicious,cmd_parse_error
"run_cmd,ADD 100 -62 -1",malicious,cmd_parse_error
"run_cmd,SUB 17 NaN",malicious,cmd_parse_error
"run_cmd,ADD 824 -756",benign,math
"start_temp_report,1.5",malicious,temp_error
"run_cmd,ADD -753 150",benign,math
"echo,done",benign,echo
"start_temp_report,60",benign,temp
"run_cmd,PLUS 62 -72",malicious,cmd_parse_error
"echo,done",benign,echo
"run_cmd,SUB -21 abc",malicious,cmd_parse_error
"start_temp_report,10",benign,temp
"run_cmd,SUB -34 27 38",malicious,cmd_parse_error
"start_temp_report,abc",benign,temp
"run_cmd,ADD 586 -225",benign,math
"runcmd,ADD 39 36",malicious,cmd_parse_error
"run_cmd,SUB -63 NaN",malicious,cmd_parse_error
"run,ADD 32 33",malicious,cmd_parse_error
"run_cmd,ADDd -41 -68",malicious,cmd_parse_error
"echo,hello world",benign,echo
"echo,abc123",benign,echo
"run_cmd,SUB 593 -153",benign,math
"run_cmd,ADD 2 -90 -14",malicious,cmd_parse_error
"run_cmd,ADD -65 NaN",malicious,cmd_parse_error
"echo,abc123",benign,echo
"run_cmd,SU 96 68",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"echo,device ready",benign,echo
"rn_cmd,ADD 50 44",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"echo,name=$USER; id",malicious,cmdi
"run_cmd,SUB 1 -92 52",malicious,cmd_parse_error
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"echo,temperature normal",benign,echo
"echo,device ready",benign,echo
"run_cmd,echo hello world",benign,echo
"echo,device ready",benign,echo
"echo,abc123",benign,echo
"run_cmd,SUB -25 abc",malicious,cmd_parse_error
"run_cmd,SUB 887 -545",benign,math
"run_cmd,echo done",benign,echo
"run_cmd,ADD 72 -473",benign,math
"run_cmd,SUB -48 NaN",malicious,cmd_parse_error
"run_cmd,ADD 337 -711",benign,math
"run_cmd,ADDd 71 -98",malicious,cmd_parse_error
"run_cmd,SUB 15 28 -78",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"echo,system ok",benign,echo
"run_cmd,ADD 45 NaN",malicious,cmd_parse_error
"run_cmd,SUB -14 1.5",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"run_cmd,SUB -572 -464",benign,math
"echo,hello world",benign,echo
"echo,name=$USER; id",malicious,cmdi
"ech,ADD 20 -3",malicious,cmd_parse_error
"run_cmd,SUB -10 72 59",malicious,cmd_parse_error
"run_cmd,echo abc123",benign,echo
"run_cmd,SUB 347 -338",benign,math
"run_cmd,ADD 95 68 21",malicious,cmd_parse_error
"run_cmd,ADD -16 1.5",malicious,cmd_parse_error
"run_cmd,SUB 950 -722",benign,math
"run_cmd,ADD 944 -586",benign,math
"run,ADD -50 -40",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"run_cmd,SUB -55 -99 -57",malicious,cmd_parse_error
"run_cmd,ADD 685 -980",benign,math
"echo,system ok",benign,echo
"run_cmd,ADD -803 -294",benign,math
"eco,ADD -16 21",malicious,cmd_parse_error
"run_cmd,AD -12 -90",malicious,cmd_parse_error
"start_temp_report,abc",malicious,temp_error
"run_cmd,ADD -742 -853",benign,math
"start_temp_report,-1",malicious,temp_error
"run_cmd,SUB -529 -26",benign,math
"run_cmd,SUB 410 434",benign,math
"echo,device ready",benign,echo
"run_cmd,ADDd -88 18",malicious,cmd_parse_error
"ech,ADD 40 -12",malicious,cmd_parse_error
"run_cmd,ADD -671 -624",benign,math
"run_cmd,echo temperature normal",benign,echo
"start_temp_report,0",malicious,temp_error
"run_cmd,echo done",benign,echo
"echo,name=$USER; id",malicious,cmdi
"run_cmd,SUB 217 -503",benign,math
"run_cmd,ADD -340 -444",benign,math
"run_cmd,echo user `whoami`",malicious,cmdi
"echo,temperature normal",benign,echo
"run_cmd,PLUS -56 -13",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"start_temp_report,NaN",malicious,temp_error
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"run_cmd,echo hello world",benign,echo
"start_temp_report,1",benign,temp
"echo,temperature normal",benign,echo
"run_cmd,SUB -334 815",benign,math
"run_cmd,ADD 7 1.5",malicious,cmd_parse_error
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"run_cmd,SUB 18 1.5",malicious,cmd_parse_error
"run_cmd,echo device ready",benign,echo
"run_cmd,echo done",benign,echo
"run_cmd,echo abc123",benign,echo
"run_cmd,SUBB -6 -62",malicious,cmd_parse_error
"run_cmd,echo device ready",benign,echo
"start_temp_report,10",benign,temp
"start_temp_report,xyz",benign,temp
"start_temp_report,1",benign,temp
"echo,system ok",benign,echo
"run_cmd,echo temperature normal",benign,echo
"run_cmd,SU 70 -26",malicious,cmd_parse_error
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"start_temp_report,xyz",benign,temp
"echo,abc123",benign,echo
"eco,ADD 31 -11",malicious,cmd_parse_error
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,SUB 493 -979",benign,math
"run_cmd,ADD -37 -99 -91",malicious,cmd_parse_error
"run_cmd,ADD -698 517",benign,math
"run_cmd,ADD 656 -730",benign,math
"run_cmd,ADD -2 -38 100",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"run_cmd,ADD -28 -584",benign,math
"run_cmd,SU -79 90",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"run_cmd,ADD -748 -548",benign,math
"run_cmd,SUB -18 X",malicious,cmd_parse_error
"run_cmd,ADD -40 76 -44",malicious,cmd_parse_error
"run_cmd,SUBB -28 57",malicious,cmd_parse_error
"run_cmd,ADD 59 abc",malicious,cmd_parse_error
"echo,abc123",benign,echo
"start_temp_report,abc",malicious,temp_error
"run_cmd,SUB 925 610",benign,math
"run_cmd,echo temperature normal",benign,echo
"run_cmd,ADD 446 350",benign,math
"run_cmd,AD 9 -27",malicious,cmd_parse_error
"start_temp_report,abc",malicious,temp_error
"echo,abc123",benign,echo
"start_temp_report,60",benign,temp
"run_cmd,ADD -7 62 89",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"run_cmd,echo temperature normal",benign,echo
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"start_temp_report,60",benign,temp
"run_cmd,SUB 493 -883",benign,math
"echo,done",benign,echo
"run_cmd,SUB 78 -27 -62",malicious,cmd_parse_error
"start_temp_report,0",malicious,temp_error
"run_cmd,SUB 22 913",benign,math
"echo,system ok",benign,echo
"run_cmd,echo device ready",benign,echo
"run_cmd,echo device ready",benign,echo
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,echo abc123",benign,echo
"run_cmd,SUB 16 abc",malicious,cmd_parse_error
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,PLUS 44 6",malicious,cmd_parse_error
"run_cmd,SUB -2 45 -78",malicious,cmd_parse_error
"start_temp_report,1.5",malicious,temp_error
"run_cmd,echo temperature normal",benign,echo
"echo,done",benign,echo
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,echo temperature normal",benign,echo
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"run_cmd,SUB -16 723",benign,math
"run_cmd,SUB -31 1.5",malicious,cmd_parse_error
"run_cmd,AD 100 -61",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"runcmd,ADD -11 -34",malicious,cmd_parse_error
"ech,ADD -27 41",malicious,cmd_parse_error
"echo,device ready",benign,echo
"start_temp_report,abc",benign,temp
"start_temp_report,10",benign,temp
"run_cmd,ADD -6 -301",benign,math
"run_cmd,SUB 661 -863",benign,math
"run_cmd,SUB -496 142",benign,math
"run_cmd,SUB -34 X",malicious,cmd_parse_error
"run_cmd,ADD -298 -584",benign,math
"start_temp_report,10",benign,temp
"run_cmd,ADD 14 -82 -31",malicious,cmd_parse_error
"echo,system ok",benign,echo
"run_cmd,ADD 10 80 37",malicious,cmd_parse_error
"run_cmd,SUB 433 -921",benign,math
"eco,ADD 7 36",malicious,cmd_parse_error
"run_cmd,SUM -26 -61",malicious,cmd_parse_error
"echo,<script>alert(1)</script>",malicious,cmdi
"echo,device ready",benign,echo
"start_temp_report,10",benign,temp
"echo,temperature normal",benign,echo
"run_cmd,echo user `whoami`",malicious,cmdi
"echo,abc123",benign,echo
"run_cmd,echo done",benign,echo
"run_cmd,ADD -332 -804",benign,math
"rn_cmd,ADD -14 10",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"run_cmd,echo system ok",benign,echo
"run_cmd,SUB -903 -712",benign,math
"run_cmd,ADD -744 233",benign,math
"run_cmd,SUB 89 75 -58",malicious,cmd_parse_error
"run_cmd,echo ok && echo hacked",malicious,cmdi
"start_temp_report,5",benign,temp
"run_cmd,SUB -369 607",benign,math
"run_cmd,ADD 547 629",benign,math
"run_cmd,SUB -568 546",benign,math
"run_cmd,echo user `whoami`",malicious,cmdi
"start_temp_report,-1",malicious,temp_error
"run_cmd,AD 99 -3",malicious,cmd_parse_error
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"run_cmd,echo hello world",benign,echo
"echo,done",benign,echo
"run_cmd,ADD 65 -70 -42",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"run_cmd,echo done",benign,echo
"echo,system ok",benign,echo
"start_temp_report,1",benign,temp
"echo,value > /tmp/leak",malicious,cmdi
"run,ADD 26 43",malicious,cmd_parse_error
"run_cmd,ADD -17 abc",malicious,cmd_parse_error
"run_cmd,ADD 919 -980",benign,math
"run_cmd,ADD -81 NaN",malicious,cmd_parse_error
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,ADD 25 802",benign,math
"run_cmd,SUB 59 abc",malicious,cmd_parse_error
"echo,system ok",benign,echo
"start_temp_report,10",benign,temp
"eco,ADD 22 -27",malicious,cmd_parse_error
"start_temp_report,NaN",malicious,temp_error
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,echo done",benign,echo
"start_temp_report,10",benign,temp
"echo,hello world",benign,echo
"run_cmd,echo done",benign,echo
"run_cmd,SUB -56 -48 -13",malicious,cmd_parse_error
"start_temp_report,1.5",malicious,temp_error
"echo,hello world",benign,echo
"run_cmd,echo hello world",benign,echo
"run_cmd,ADD -95 -71 -96",malicious,cmd_parse_error
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"echo,abc123",benign,echo
"run_cmd,echo done",benign,echo
"run_cmd,ADD -86 -43 53",malicious,cmd_parse_error
"run_cmd,echo temperature normal",benign,echo
"run_cmd,SUB 30 67 76",malicious,cmd_parse_error
"echo,abc123",benign,echo
"run_cmd,SUM 75 98",malicious,cmd_parse_error
"echo,hi && shutdown now",malicious,cmdi
"run_cmd,ADD -3 -44 31",malicious,cmd_parse_error
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"run_cmd,echo abc123",benign,echo
"echo,hello world",benign,echo
"run_cmd,echo temperature normal",benign,echo
"start_temp_report,1",benign,temp
"run_cmd,echo temperature normal",benign,echo
"echo,system ok",benign,echo
"run_cmd,SUB 464 -206",benign,math
"run_cmd,SUB -92 -33 15",malicious,cmd_parse_error
"start_temp_report,abc",benign,temp
"run_cmd,SUB 98 49 4",malicious,cmd_parse_error
"eco,ADD 4 -2",malicious,cmd_parse_error
"run,ADD -39 19",malicious,cmd_parse_error
"run_cmd,ADD -68 95 79",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"start_temp_report,60",benign,temp
"run_cmd,SUB 522 22",benign,math
